residencia_provincia_nombre,residencia_departamento_nombre,n,confirmados,descartados,sospechosos,fallecidos,sin.clasificar,letalidad.min.porc,letalidad.max.porc,positividad.porc,internados,internados.porc,cuidado.intensivo,cuidado.intensivo.porc,respirador,respirador.porc,dias.diagnostico,dias.apertura,dias.cuidado.intensivo,dias.fallecimiento
San Juan,Caucete,43,0,43,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Chimbas,68,0,67,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Iglesia,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Jáchal,5,0,5,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Pocito,41,0,39,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Rawson,123,2,118,3,0,0,0,0,0.017,2,1,0,0,0,0,2.5,1.5,NaN,NaN
San Juan,Rivadavia,99,0,96,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,San Martín,13,0,10,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Santa Lucía,49,1,44,4,0,0,0,0,0.022,1,1,1,1,0,0,6,5,5,NaN
San Juan,Sarmiento,10,0,10,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,SIN ESPECIFICAR,2,0,2,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Ullúm,2,0,2,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Valle Fértil,6,0,6,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,Zonda,6,0,6,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,Ayacucho,15,0,15,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,Belgrano,3,0,3,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,Chacabuco,13,0,11,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,Coronel Pringles,9,0,8,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,General Pedernera,65,5,57,3,0,0,0,0,0.081,4,0.8,1,0.2,0,0,5.6,3.2,3,NaN
San Luis,Gobernador Dupuy,12,2,10,0,0,0,0,0,0.167,0,0,0,0,0,0,4,1,NaN,NaN
San Luis,Junín,27,0,24,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,La Capital,203,4,196,3,0,0,0,0,0.02,4,1,0,0,0,0,8,4,NaN,NaN
San Luis,Libertador General San Martín,2,0,2,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,SIN ESPECIFICAR,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Cruz,Corpen Aike,14,1,11,2,0,0,0,0,0.083,1,1,0,0,0,0,NaN,NaN,NaN,NaN
Santa Cruz,Deseado,119,7,98,14,0,0,0,0,0.067,0,0,0,0,0,0,4.9,2,NaN,NaN
Santa Cruz,Güer Aike,147,7,130,10,0,0,0,0,0.051,6,0.857,1,0.143,1,0.143,3.8,2.8,6,NaN
Santa Cruz,Lago Argentino,120,32,85,3,0,0,0,0,0.274,13,0.406,3,0.094,1,0.031,9.2,4.2,7,NaN
Santa Cruz,Lago Buenos Aires,15,0,13,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Cruz,Magallanes,55,2,46,7,0,0,0,0,0.042,0,0,0,0,0,0,NaN,NaN,NaN,NaN
Santa Cruz,Río Chico,11,0,10,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Fe,9 de Julio,14,0,14,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Fe,Belgrano,72,5,67,0,0,0,0,0,0.069,2,0.4,0,0,0,0,5.2,4.6,NaN,NaN
Santa Fe,Caseros,143,3,135,5,0,0,0,0,0.022,1,0.333,0,0,0,0,4.7,4.3,NaN,NaN
Santa Fe,Castellanos,300,22,269,9,0,0,0,0,0.076,3,0.136,2,0.091,1,0.045,7,3.3,6,14
Santa Fe,Constitución,106,9,95,2,0,0,0,0,0.087,2,0.222,2,0.222,1,0.111,7.4,7.2,8.5,49
Santa Fe,Garay,33,3,29,1,0,0,0,0,0.094,1,0.333,1,0.333,0,0,4.7,3.3,4,NaN
Santa Fe,General López,507,18,481,8,0,0,0,0,0.036,3,0.167,1,0.056,1,0.056,14.7,13.7,13,NaN
Santa Fe,General Obligado,119,4,108,7,0,0,0,0,0.036,1,0.25,0,0,0,0,1.5,1.5,NaN,NaN
Santa Fe,Iriondo,119,7,111,1,0,0,0,0,0.059,2,0.286,1,0.143,1,0.143,6.3,4.3,10,NaN
Santa Fe,La Capital,1166,37,1083,46,0,0,0,0,0.033,5,0.135,0,0,0,0,5.8,4.4,NaN,NaN
Santa Fe,Las Colonias,121,4,117,0,0,0,0,0,0.033,0,0,0,0,0,0,5.2,3.5,NaN,NaN
Santa Fe,Rosario,5896,124,5692,80,0,0,0,0,0.021,31,0.25,4,0.032,1,0.008,5.7,5.3,7,12
Santa Fe,San Cristóbal,42,0,39,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Fe,San Javier,18,1,17,0,0,0,0,0,0.056,1,1,0,0,0,0,4,3,NaN,NaN
Santa Fe,San Jerónimo,89,10,76,3,0,0,0,0,0.116,1,0.1,0,0,0,0,7.4,4.9,NaN,NaN
Santa Fe,San Justo,25,0,25,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Fe,San Lorenzo,451,17,428,6,0,0,0,0,0.038,0,0,0,0,0,0,7.9,6.4,NaN,NaN
Santa Fe,San Martín,58,0,54,4,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Fe,Vera,47,1,44,2,0,0,0,0,0.022,1,1,1,1,0,0,4,4,7,NaN
Santiago del Estero,*sin dato*,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Aguirre,3,0,3,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Alberdi,28,1,27,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,NaN,NaN
Santiago del Estero,Atamisqui,52,0,50,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Avellaneda,53,0,51,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Banda,112,1,106,5,0,0,0,0,0.009,1,1,1,1,0,0,3,1,0,NaN
Santiago del Estero,Belgrano,4,1,2,1,0,0,0,0,0.333,0,0,0,0,0,0,9,6,NaN,NaN
Santiago del Estero,Capital,267,8,248,11,0,0,0,0,0.031,1,0.125,1,0.125,0,0,11,10.6,9,NaN
Santiago del Estero,Choya,18,0,17,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Copo,43,0,42,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Figueroa,41,0,40,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,General Taboada,72,0,53,19,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Guasayán,9,0,9,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Jiménez,18,0,15,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Juan F. Ibarra,27,0,27,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Loreto,24,0,23,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Moreno,41,0,29,12,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Ojo de Agua,61,0,61,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Pellegrini,73,0,70,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Quebrachos,31,0,30,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Río Hondo,115,0,114,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Rivadavia,12,2,10,0,0,0,0,0,0.167,0,0,0,0,0,0,7,3,NaN,NaN
Santiago del Estero,Robles,218,4,190,24,0,0,0,0,0.021,0,0,0,0,0,0,2,2,NaN,NaN
Santiago del Estero,Salavina,108,6,99,3,0,0,0,0,0.057,0,0,0,0,0,0,NaN,NaN,NaN,NaN
Santiago del Estero,San Martín,9,0,9,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Sarmiento,2,0,2,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,Silípica,3,0,3,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
SIN ESPECIFICAR,*sin dato*,455,124,282,49,0,0,0,0,0.305,35,0.282,2,0.016,1,0.008,4.4,3.9,6.5,7
SIN ESPECIFICAR,Capital,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
SIN ESPECIFICAR,SIN ESPECIFICAR,85,8,72,5,0,0,0,0,0.1,4,0.5,2,0.25,1,0.125,10.4,7,5.5,NaN
Tierra del Fuego,*sin dato*,3,0,3,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tierra del Fuego,Río Grande,292,10,276,6,0,0,0,0,0.035,2,0.2,0,0,0,0,4.6,3.4,NaN,NaN
Tierra del Fuego,SIN ESPECIFICAR,5,0,5,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tierra del Fuego,Ushuaia,1186,126,1041,19,0,0,0,0,0.108,5,0.04,2,0.016,2,0.016,7.5,5.3,11.5,NaN
Tucumán,*sin dato*,12,0,11,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Burruyacú,90,0,85,5,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Capital,1974,25,1873,76,0,0,0,0,0.013,4,0.16,2,0.08,1,0.04,11,9.1,6,13
Tucumán,Chicligasta,202,0,191,11,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Cruz Alta,422,2,401,19,0,0,0,0,0.005,1,0.5,0,0,0,0,5,2,NaN,NaN
Tucumán,Famaillá,195,0,190,5,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Graneros,20,0,18,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Juan Bautista Alberdi,35,0,33,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,La Cocha,46,0,46,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Leales,149,0,143,6,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Lules,155,1,145,9,0,0,0,0,0.007,0,0,0,0,0,0,NaN,NaN,NaN,NaN
Tucumán,Monteros,352,1,329,21,0,0,0,0,0.003,0,0,0,0,0,0,NaN,NaN,NaN,NaN
Tucumán,Río Chico,160,1,149,10,0,0,0,0,0.007,1,1,1,1,1,1,9,6,5,NaN
Tucumán,Simoca,126,0,119,7,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,SIN ESPECIFICAR,15,0,15,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Tafí del Valle,17,0,16,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,Tafí Viejo,366,4,342,20,0,0,0,0,0.012,2,0.5,0,0,0,0,5,3.7,NaN,NaN
Tucumán,Trancas,73,2,50,21,0,0,0,0,0.038,0,0,0,0,0,0,1,1,NaN,NaN
Tucumán,Yerba Buena,365,11,326,28,0,0,0,0,0.033,2,0.182,1,0.091,0,0,9.7,7.1,3,18
