residencia_provincia_nombre,fecha_apertura,n,max_fecha_diagnostico,max_fecha_inicio_sintomas,count_fecha_diagnostico,confirmados,descartados,sospechosos,fallecidos,tests,sin.clasificar,letalidad.min.porc,letalidad.max.porc,positividad.porc,internados,internados.porc,cuidado.intensivo,cuidado.intensivo.porc,respirador,respirador.porc,dias.diagnostico,dias.apertura,dias.cuidado.intensivo,dias.fallecimiento,dias.inicio,confirmados.inc,confirmados.rate,fallecidos.inc,tests.inc,tests.rate,sospechosos.inc
Tierra del Fuego,2020-05-07,1151,2020-10-07,2020-05-07,62,149,998,4,0,1143,0,0,0,0.13,7,0.047,2,0.013,2,0.013,16,38.7,11.5,NA,57,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-08,1160,2020-10-07,2020-05-08,62,150,1006,4,0,1152,0,0,0,0.13,7,0.047,2,0.013,2,0.013,15.9,39.4,11.5,NA,58,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-09,1176,2020-10-07,2020-05-09,63,150,1022,4,0,1168,0,0,0,0.128,7,0.047,2,0.013,2,0.013,15.9,40.4,11.5,NA,59,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-10,1183,2020-10-07,2020-05-10,63,150,1029,4,0,1175,0,0,0,0.128,7,0.047,2,0.013,2,0.013,15.9,41.4,11.5,NA,60,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-11,1195,2020-10-07,2020-05-11,66,151,1040,4,0,1187,0,0,0,0.127,7,0.046,2,0.013,2,0.013,16.9,42,11.5,NA,61,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-12,1212,2020-10-07,2020-05-11,68,151,1057,4,0,1204,0,0,0,0.125,7,0.046,2,0.013,2,0.013,16.9,43,11.5,NA,62,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-13,1227,2020-10-07,2020-05-12,68,151,1072,4,0,1219,0,0,0,0.124,7,0.046,2,0.013,2,0.013,16.9,44,11.5,NA,63,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-14,1243,2020-10-07,2020-05-14,70,151,1088,4,0,1235,0,0,0,0.122,7,0.046,2,0.013,2,0.013,16.9,45,11.5,NA,64,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-15,1247,2020-10-07,2020-05-14,71,151,1092,4,0,1239,0,0,0,0.122,7,0.046,2,0.013,2,0.013,16.9,46,11.5,NA,65,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-16,1253,2020-10-07,2020-05-14,72,151,1098,4,0,1244,0,0,0,0.121,7,0.046,2,0.013,2,0.013,16.9,47,11.5,NA,66,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-17,1261,2020-10-07,2020-05-17,72,151,1106,4,0,1252,0,0,0,0.121,7,0.046,2,0.013,2,0.013,16.9,48,11.5,NA,67,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-18,1273,2020-10-07,2020-05-17,73,151,1118,4,0,1264,0,0,0,0.119,7,0.046,2,0.013,2,0.013,16.9,49,11.5,NA,68,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-19,1290,2020-10-07,2020-05-18,74,151,1135,4,0,1281,0,0,0,0.118,7,0.046,2,0.013,2,0.013,16.9,50,11.5,NA,69,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-20,1300,2020-10-07,2020-05-20,75,152,1144,4,0,1291,0,0,0,0.118,7,0.046,2,0.013,2,0.013,16.9,51,11.5,NA,70,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-21,1325,2020-10-07,2020-05-21,77,152,1169,4,0,1316,0,0,0,0.116,7,0.046,2,0.013,2,0.013,16.9,52,11.5,NA,71,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-22,1331,2020-10-07,2020-05-22,78,152,1175,4,0,1322,0,0,0,0.115,7,0.046,2,0.013,2,0.013,16.9,53,11.5,NA,72,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-23,1345,2020-10-07,2020-05-23,79,152,1189,4,0,1336,0,0,0,0.114,7,0.046,2,0.013,2,0.013,16.9,54,11.5,NA,73,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-24,1352,2020-10-07,2020-05-23,79,152,1196,4,0,1343,0,0,0,0.113,7,0.046,2,0.013,2,0.013,16.9,55,11.5,NA,74,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-25,1360,2020-10-07,2020-05-24,81,152,1204,4,0,1351,0,0,0,0.113,7,0.046,2,0.013,2,0.013,16.9,56,11.5,NA,75,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-26,1381,2020-10-07,2020-05-25,82,153,1224,4,1,1371,0,0.006,0.007,0.112,8,0.052,3,0.02,3,0.02,16.8,56.6,10.3,24,76,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-27,1404,2020-10-07,2020-05-27,84,154,1246,4,1,1394,0,0.006,0.006,0.11,8,0.052,3,0.019,3,0.019,16.8,57.6,10.3,24,77,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-28,1424,2020-10-07,2020-05-28,86,155,1265,4,1,1414,0,0.006,0.006,0.11,8,0.052,3,0.019,3,0.019,16.8,58.6,10.3,24,78,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-29,1439,2020-10-07,2020-05-29,88,155,1280,4,1,1429,0,0.006,0.006,0.108,8,0.052,3,0.019,3,0.019,16.8,59.6,10.3,24,79,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-30,1452,2020-10-07,2020-05-29,88,155,1293,4,1,1442,0,0.006,0.006,0.107,8,0.052,3,0.019,3,0.019,16.8,60.6,10.3,24,80,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-05-31,1465,2020-10-07,2020-05-30,88,155,1306,4,1,1455,0,0.006,0.006,0.107,8,0.052,3,0.019,3,0.019,16.8,61.6,10.3,24,81,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-01,1478,2020-10-07,2020-05-30,89,155,1319,4,1,1468,0,0.006,0.006,0.106,8,0.052,3,0.019,3,0.019,16.8,62.6,10.3,24,82,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-02,1486,2020-10-07,2020-06-02,92,155,1327,4,1,1476,0,0.006,0.006,0.105,8,0.052,3,0.019,3,0.019,16.8,63.6,10.3,24,83,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-03,1493,2020-10-07,2020-06-02,92,155,1333,5,1,1482,0,0.006,0.006,0.105,8,0.052,3,0.019,3,0.019,16.8,64.6,10.3,24,84,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-04,1503,2020-10-07,2020-06-08,92,155,1343,5,1,1492,0,0.006,0.006,0.104,8,0.052,3,0.019,3,0.019,16.8,65.6,10.3,24,85,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-05,1510,2020-10-07,2020-06-08,93,155,1350,5,1,1499,0,0.006,0.006,0.103,8,0.052,3,0.019,3,0.019,16.8,66.6,10.3,24,86,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-06,1522,2020-10-07,2020-06-08,95,155,1362,5,1,1511,0,0.006,0.006,0.103,8,0.052,3,0.019,3,0.019,16.8,67.6,10.3,24,87,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-07,1528,2020-10-07,2020-06-08,97,155,1368,5,1,1517,0,0.006,0.006,0.102,8,0.052,3,0.019,3,0.019,16.8,68.6,10.3,24,88,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-08,1535,2020-10-07,2020-06-08,97,155,1375,5,1,1524,0,0.006,0.006,0.102,8,0.052,3,0.019,3,0.019,16.8,69.6,10.3,24,89,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-09,1541,2020-10-07,2020-06-08,98,155,1381,5,1,1530,0,0.006,0.006,0.101,8,0.052,3,0.019,3,0.019,16.8,70.6,10.3,24,90,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-10,1547,2020-10-07,2020-06-09,98,155,1387,5,1,1536,0,0.006,0.006,0.101,8,0.052,3,0.019,3,0.019,16.8,71.6,10.3,24,91,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-11,1557,2020-10-07,2020-06-11,100,155,1397,5,1,1546,0,0.006,0.006,0.1,8,0.052,3,0.019,3,0.019,16.8,72.6,10.3,24,92,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-12,1564,2020-10-07,2020-06-11,101,155,1404,5,1,1553,0,0.006,0.006,0.1,8,0.052,3,0.019,3,0.019,16.8,73.6,10.3,24,93,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-13,1570,2020-10-07,2020-06-11,102,155,1410,5,1,1559,0,0.006,0.006,0.099,8,0.052,3,0.019,3,0.019,16.8,74.6,10.3,24,94,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-14,1578,2020-10-07,2020-06-11,103,155,1418,5,1,1567,0,0.006,0.006,0.099,8,0.052,3,0.019,3,0.019,16.8,75.6,10.3,24,95,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-15,1582,2020-10-07,2020-06-15,106,155,1422,5,1,1571,0,0.006,0.006,0.099,8,0.052,3,0.019,3,0.019,16.8,76.6,10.3,24,96,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-16,1586,2020-10-07,2020-06-16,106,155,1426,5,1,1575,0,0.006,0.006,0.098,8,0.052,3,0.019,3,0.019,16.8,77.6,10.3,24,97,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-17,1589,2020-10-07,2020-06-16,106,155,1429,5,1,1578,0,0.006,0.006,0.098,8,0.052,3,0.019,3,0.019,16.8,78.6,10.3,24,98,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-18,1595,2020-10-07,2020-06-18,106,155,1435,5,1,1584,0,0.006,0.006,0.098,8,0.052,3,0.019,3,0.019,16.8,79.6,10.3,24,99,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-19,1600,2020-10-08,2020-06-19,108,156,1439,5,1,1588,0,0.006,0.006,0.098,8,0.051,3,0.019,3,0.019,17.5,80,10.3,24,100,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-20,1610,2020-10-08,2020-06-19,110,156,1449,5,1,1598,0,0.006,0.006,0.098,8,0.051,3,0.019,3,0.019,17.5,81,10.3,24,101,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-21,1613,2020-10-08,2020-06-19,112,156,1452,5,1,1601,0,0.006,0.006,0.097,8,0.051,3,0.019,3,0.019,17.5,82,10.3,24,102,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-22,1623,2020-10-08,2020-06-22,113,156,1462,5,1,1611,0,0.006,0.006,0.097,8,0.051,3,0.019,3,0.019,17.5,83,10.3,24,103,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-23,1626,2020-10-08,2020-06-22,114,156,1465,5,1,1614,0,0.006,0.006,0.097,8,0.051,3,0.019,3,0.019,17.5,84,10.3,24,104,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-24,1630,2020-10-08,2020-06-22,115,156,1469,5,1,1618,0,0.006,0.006,0.096,8,0.051,3,0.019,3,0.019,17.5,85,10.3,24,105,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-25,1633,2020-10-08,2020-06-24,116,156,1472,5,1,1621,0,0.006,0.006,0.096,8,0.051,3,0.019,3,0.019,17.5,86,10.3,24,106,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-26,1639,2020-10-08,2020-06-24,116,156,1478,5,1,1627,0,0.006,0.006,0.096,8,0.051,3,0.019,3,0.019,17.5,87,10.3,24,107,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-27,1650,2020-10-08,2020-06-26,120,156,1489,5,1,1638,0,0.006,0.006,0.095,8,0.051,3,0.019,3,0.019,17.5,88,10.3,24,108,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-28,1652,2020-10-08,2020-06-26,120,156,1491,5,1,1640,0,0.006,0.006,0.095,8,0.051,3,0.019,3,0.019,17.5,89,10.3,24,109,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-29,1659,2020-10-08,2020-06-28,122,156,1498,5,1,1647,0,0.006,0.006,0.095,8,0.051,3,0.019,3,0.019,17.5,90,10.3,24,110,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-06-30,1666,2020-10-08,2020-06-30,123,157,1504,5,2,1654,0,0.012,0.013,0.095,9,0.057,3,0.019,3,0.019,17.4,90.3,10.3,19,111,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-01,1672,2020-10-08,2020-06-30,124,157,1510,5,2,1660,0,0.012,0.013,0.095,9,0.057,3,0.019,3,0.019,17.4,91.3,10.3,19,112,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-02,1678,2020-10-08,2020-07-02,126,158,1515,5,2,1666,0,0.012,0.013,0.095,9,0.057,3,0.019,3,0.019,17.3,91.6,10.3,19,113,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-03,1679,2020-10-08,2020-07-02,126,158,1516,5,2,1667,0,0.012,0.013,0.095,9,0.057,3,0.019,3,0.019,17.3,92.6,10.3,19,114,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-04,1688,2020-10-08,2020-07-03,127,161,1522,5,2,1676,0,0.012,0.012,0.096,9,0.056,3,0.019,3,0.019,17,91.6,10.3,19,115,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-05,1692,2020-10-08,2020-07-03,128,161,1526,5,2,1680,0,0.012,0.012,0.096,9,0.056,3,0.019,3,0.019,17,92.6,10.3,19,116,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-06,1704,2020-10-08,2020-07-06,130,162,1537,5,2,1692,0,0.012,0.012,0.096,9,0.056,3,0.019,3,0.019,16.9,92.9,10.3,19,117,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-07,1709,2020-10-08,2020-07-06,130,162,1542,5,2,1697,0,0.012,0.012,0.095,9,0.056,3,0.019,3,0.019,16.9,93.9,10.3,19,118,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-08,1715,2020-10-08,2020-07-07,131,163,1547,5,2,1703,0,0.012,0.012,0.096,9,0.055,3,0.018,3,0.018,16.9,94.2,10.3,19,119,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-09,1735,2020-10-08,2020-07-09,133,163,1567,5,2,1723,0,0.012,0.012,0.095,9,0.055,3,0.018,3,0.018,16.9,95.2,10.3,19,120,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-10,1740,2020-10-08,2020-07-09,133,163,1571,6,2,1727,0,0.012,0.012,0.094,9,0.055,3,0.018,3,0.018,16.9,96.2,10.3,19,121,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-11,1750,2020-10-08,2020-07-11,134,163,1581,6,2,1737,0,0.012,0.012,0.094,9,0.055,3,0.018,3,0.018,16.9,97.2,10.3,19,122,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-12,1779,2020-10-08,2020-07-13,135,190,1583,6,2,1766,0,0.01,0.011,0.108,12,0.063,3,0.016,3,0.016,15.3,84.4,10.3,19,123,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-13,1811,2020-10-08,2020-07-13,135,213,1592,6,2,1798,0,0.009,0.009,0.118,12,0.056,3,0.014,3,0.014,14.9,77.9,10.3,19,124,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-14,1827,2020-10-08,2020-07-14,137,218,1603,6,2,1814,0,0.009,0.009,0.12,13,0.06,3,0.014,3,0.014,14.8,77.1,10.3,19,125,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-15,1841,2020-10-08,2020-07-15,137,224,1611,6,2,1828,0,0.009,0.009,0.123,14,0.062,3,0.013,3,0.013,14.6,76.2,10.3,19,126,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-16,1847,2020-10-08,2020-07-15,139,225,1616,6,2,1834,0,0.009,0.009,0.123,14,0.062,3,0.013,3,0.013,14.6,76.9,10.3,19,127,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-17,1898,2020-10-08,2020-07-17,141,246,1646,6,2,1885,0,0.008,0.008,0.131,15,0.061,3,0.012,3,0.012,13.8,72.7,10.3,19,128,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-18,1927,2020-10-08,2020-07-18,145,254,1666,7,2,1913,0,0.008,0.008,0.133,17,0.067,3,0.012,3,0.012,14,72.3,10.3,19,129,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-19,1971,2020-10-08,2020-07-19,146,261,1703,7,2,1957,0,0.007,0.008,0.133,17,0.065,3,0.011,3,0.011,14.1,71.6,10.3,19,130,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-20,2021,2020-10-08,2020-08-09,147,269,1745,7,2,2007,0,0.007,0.007,0.134,17,0.063,3,0.011,3,0.011,13.8,70.4,10.3,19,131,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-21,2098,2020-10-08,2020-08-09,149,289,1800,9,3,2082,0,0.01,0.01,0.139,18,0.062,4,0.014,4,0.014,13.6,68.4,9.5,20,132,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-22,2169,2020-10-08,2020-08-09,150,302,1858,9,4,2153,0,0.013,0.013,0.14,19,0.063,5,0.017,5,0.017,14.2,68.7,9.6,21.2,133,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-23,2253,2020-10-08,2020-08-09,150,335,1909,9,4,2237,0,0.012,0.012,0.15,21,0.063,5,0.015,5,0.015,13.2,63.7,9.6,21.2,134,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-24,2366,2020-10-08,2020-08-09,155,373,1983,10,5,2348,0,0.013,0.013,0.159,21,0.056,5,0.013,5,0.013,13,60.2,9.6,19,135,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-25,2448,2020-10-08,2020-08-09,157,406,2032,10,5,2430,0,0.012,0.012,0.167,21,0.052,5,0.012,5,0.012,12.5,57.2,9.6,19,136,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-26,2527,2020-10-08,2020-08-09,158,421,2095,11,5,2508,0,0.012,0.012,0.168,21,0.05,5,0.012,5,0.012,12.5,56.4,9.6,19,137,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-27,2639,2020-10-08,2020-08-09,162,477,2149,13,6,2618,0,0.012,0.013,0.182,21,0.044,5,0.01,5,0.01,11.6,49.7,9.6,19,138,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-28,2748,2020-10-08,2020-08-09,162,507,2226,15,6,2725,0,0.011,0.012,0.186,21,0.041,5,0.01,5,0.01,11.3,47.6,9.6,19,139,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-29,2798,2020-10-08,2020-08-09,162,526,2256,16,7,2774,0,0.013,0.013,0.19,22,0.042,6,0.011,6,0.011,11.1,46.6,9,17.7,140,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-30,2889,2020-10-08,2020-08-09,163,562,2310,17,9,2864,0,0.016,0.016,0.196,24,0.043,7,0.012,7,0.012,10.8,44,13,20.2,141,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-07-31,3054,2020-10-08,2020-08-09,164,657,2379,18,11,3028,0,0.016,0.017,0.217,26,0.04,9,0.014,9,0.014,10.2,38.8,12.4,20.2,142,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-01,3103,2020-10-08,2020-08-09,165,678,2407,18,11,3077,0,0.016,0.016,0.22,26,0.038,9,0.013,9,0.013,10.1,38.8,12.4,20.2,143,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-02,3318,2020-10-08,2020-09-26,169,784,2515,19,13,3291,0,0.016,0.017,0.238,29,0.037,12,0.015,11,0.014,9.6,34.5,11.5,18.6,144,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-03,3412,2020-10-08,2020-09-26,170,827,2566,19,13,3383,0,0.015,0.016,0.244,30,0.036,12,0.015,11,0.013,9.5,34.2,11.5,18.6,145,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-04,3536,2020-10-08,2020-09-26,173,885,2627,24,16,3501,0,0.018,0.018,0.253,34,0.038,14,0.016,13,0.015,9.2,33,12.5,20.1,146,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-05,3588,2020-10-08,2020-09-26,173,913,2649,26,17,3551,0,0.018,0.019,0.257,35,0.038,15,0.016,14,0.015,9.1,33,12.4,20.3,147,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-06,3724,2020-10-08,2020-09-26,174,976,2718,30,20,3683,0,0.02,0.02,0.265,38,0.039,15,0.015,14,0.014,8.9,31.9,12.4,20.1,148,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-07,3781,2020-10-08,2020-09-26,174,1006,2742,33,22,3737,0,0.021,0.022,0.269,39,0.039,15,0.015,14,0.014,8.8,32,12.4,21.7,149,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-08,3906,2020-10-08,2020-09-26,175,1075,2796,35,22,3858,0,0.02,0.02,0.279,40,0.037,15,0.014,14,0.013,8.9,31.1,12.4,21.7,150,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-09,4019,2020-10-08,2020-09-26,175,1120,2863,36,25,3970,0,0.022,0.022,0.282,43,0.038,17,0.015,16,0.014,8.9,31.2,11.9,21.6,151,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-10,4108,2020-10-08,2020-09-26,176,1161,2911,36,26,4059,0,0.022,0.022,0.286,44,0.038,18,0.016,17,0.015,8.8,31.1,12.1,22.2,152,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-11,4239,2020-10-08,2020-09-26,179,1216,2984,39,26,4185,0,0.021,0.021,0.291,46,0.038,18,0.015,17,0.014,8.7,30.7,12.1,22.2,153,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-12,4387,2020-10-08,2020-09-26,179,1274,3070,43,27,4328,0,0.021,0.021,0.294,47,0.037,19,0.015,18,0.014,8.7,30.5,12.1,22,154,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-13,4611,2020-10-08,2020-09-26,179,1386,3178,47,29,4519,0,0.02,0.021,0.307,48,0.035,19,0.014,18,0.013,8.6,29.2,12.1,21.5,155,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-14,4797,2020-10-08,2020-09-26,181,1464,3284,49,30,4678,0,0.02,0.02,0.313,50,0.034,19,0.013,18,0.012,8.5,28.8,12.1,21.3,156,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-15,4891,2020-10-08,2020-09-26,182,1495,3343,53,33,4760,0,0.021,0.022,0.314,53,0.035,21,0.014,20,0.013,8.5,29.3,11.4,19.9,157,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-16,5072,2020-10-08,2020-09-26,182,1538,3477,57,34,4921,0,0.021,0.022,0.313,54,0.035,22,0.014,21,0.014,8.5,29.6,11.5,20,158,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-17,5213,2020-10-08,2020-09-26,185,1630,3524,59,36,5037,0,0.021,0.022,0.324,56,0.034,23,0.014,22,0.013,8.5,29.7,11.8,19.8,159,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-18,5313,2020-10-08,2020-09-26,186,1676,3575,62,37,5123,0,0.021,0.022,0.327,58,0.035,23,0.014,22,0.013,8.4,29.9,11.8,19.6,160,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-19,5409,2020-10-08,2020-09-26,188,1728,3617,64,38,5195,0,0.021,0.022,0.333,59,0.034,23,0.013,22,0.013,8.4,30.1,11.8,19.2,161,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-20,5480,2020-10-08,2020-09-26,188,1755,3659,66,39,5260,0,0.021,0.022,0.334,60,0.034,24,0.014,23,0.013,8.4,30.7,11.8,19.7,162,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-21,5576,2020-10-08,2020-09-26,189,1783,3726,67,40,5353,0,0.022,0.022,0.333,62,0.035,24,0.013,23,0.013,8.3,31.2,11.8,19.7,163,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-22,5666,2020-10-08,2020-09-26,189,1819,3776,71,42,5429,0,0.022,0.023,0.335,63,0.035,25,0.014,24,0.013,8.3,31.6,11.7,19.4,164,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-23,5727,2020-10-08,2020-09-26,192,1845,3810,72,43,5487,0,0.022,0.023,0.336,64,0.035,25,0.014,24,0.013,8.2,32.2,11.7,19,165,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-24,5844,2020-10-08,2020-09-26,193,1911,3859,74,43,5564,0,0.022,0.023,0.343,65,0.034,25,0.013,24,0.013,8.2,32.3,11.7,19,166,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-25,5965,2020-10-08,2020-09-26,193,1976,3904,85,44,5634,0,0.021,0.022,0.351,67,0.034,26,0.013,25,0.013,8.1,32.6,11.5,19,167,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-26,6069,2020-10-08,2020-09-26,193,2019,3962,88,47,5733,0,0.022,0.023,0.352,70,0.035,27,0.013,26,0.013,8.1,33,11.8,18.9,168,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-27,6147,2020-10-08,2020-09-26,193,2044,4001,102,48,5791,0,0.022,0.023,0.353,71,0.035,27,0.013,26,0.013,8,33.6,11.8,18.9,169,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-28,6317,2020-10-08,2020-09-26,194,2091,4100,126,48,5931,0,0.022,0.023,0.353,72,0.034,27,0.013,26,0.012,7.9,34,11.8,18.9,170,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-29,6380,2020-10-08,2020-09-26,194,2115,4136,129,48,5975,0,0.021,0.023,0.354,72,0.034,27,0.013,26,0.012,7.9,34.8,11.8,18.9,171,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-30,6549,2020-10-08,2020-09-26,194,2162,4210,177,51,6093,0,0.022,0.024,0.355,77,0.036,28,0.013,26,0.012,7.9,35.1,11.4,18.8,172,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-08-31,6669,2020-10-08,2020-09-26,194,2230,4258,181,52,6182,0,0.022,0.023,0.361,79,0.035,29,0.013,27,0.012,7.8,35.3,11.4,18.7,173,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-09-01,6790,2020-10-08,2020-09-26,196,2264,4322,204,52,6270,0,0.021,0.023,0.361,80,0.035,29,0.013,27,0.012,7.8,36,11.4,18.7,174,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-09-02,6974,2020-10-08,2020-09-26,197,2324,4436,214,54,6437,0,0.021,0.023,0.361,83,0.036,32,0.014,30,0.013,7.7,36.2,11.2,19,175,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-09-03,7156,2020-10-08,2020-09-26,197,2406,4531,219,55,6569,0,0.021,0.023,0.366,84,0.035,32,0.013,30,0.012,7.7,36.4,11.2,19,176,NA,NA,NA,NA,NA,NA
Tierra del Fuego,2020-09-04,7293,2020-10-08,2020-09-26,198,2435,4605,253,55,6663,0,0.02,0.023,0.365,84,0.034,32,0.013,30,0.012,7.7,37,11.2,19,177,NA,NA,NA,NA,NA,NA
