residencia_provincia_nombre,sepi_apertura,n,max_fecha_diagnostico,max_fecha_inicio_sintomas,count_fecha_diagnostico,confirmados,descartados,sospechosos,fallecidos,tests,sin.clasificar,letalidad.min.porc,letalidad.max.porc,positividad.porc,internados,internados.porc,cuidado.intensivo,cuidado.intensivo.porc,respirador,respirador.porc,dias.diagnostico,dias.apertura,dias.cuidado.intensivo,dias.fallecimiento,dias.inicio,confirmados.inc,confirmados.rate,fallecidos.inc,tests.inc,tests.rate,sospechosos.inc
Neuquén,33,6451,2020-09-24,2020-09-23,165,1839,4438,174,49,6226,0,0.024,0.027,0.295,1592,0.866,32,0.017,20,0.011,4.8,3.6,4.1,20.5,22,NA,NA,NA,NA,NA,NA
Neuquén,34,7529,2020-09-24,2020-09-23,173,2296,5022,211,62,7245,0,0.025,0.027,0.317,1938,0.844,46,0.02,32,0.014,4.8,3.7,5.4,20.9,23,NA,NA,NA,NA,NA,NA
Neuquén,35,8959,2020-09-24,2020-09-23,185,3030,5646,283,80,8585,0,0.024,0.026,0.353,2449,0.808,60,0.02,43,0.014,4.8,3.9,6.8,21.2,24,NA,NA,NA,NA,NA,NA
Neuquén,36,10854,2020-10-01,2020-09-23,197,4015,6426,413,106,10300,0,0.024,0.026,0.39,3158,0.787,74,0.018,55,0.014,5,4,6.7,19.6,25,NA,NA,NA,NA,NA,NA
Neuquén,37,13249,2020-10-01,2020-09-23,201,5377,7228,644,130,12365,0,0.022,0.024,0.435,4093,0.761,92,0.017,69,0.013,5.4,4.3,6.3,18.5,26,NA,NA,NA,NA,NA,NA
Neuquén,38,16271,2020-10-01,2020-09-25,201,6710,7840,1721,142,14189,0,0.017,0.021,0.473,4743,0.707,100,0.015,76,0.011,5.6,4.5,6.3,17.8,27,NA,NA,NA,NA,NA,NA
Neuquén,39,19548,2020-10-01,2020-09-26,201,7806,8098,3644,148,15409,0,0.013,0.019,0.507,4993,0.64,102,0.013,77,0.01,5.7,4.6,6.3,17.3,28,NA,NA,NA,NA,NA,NA
Neuquén,40,21993,2020-10-01,2020-10-01,201,8261,8318,5414,148,15796,0,0.011,0.018,0.523,5004,0.606,102,0.012,77,0.009,5.7,5,6.3,17.3,29,NA,NA,NA,NA,NA,NA
Río Negro,10,1,2020-03-09,2020-03-01,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,8,6,NaN,NaN,0,NA,NA,NA,NA,NA,NA
Río Negro,11,7,2020-03-21,2020-03-13,6,4,3,0,1,7,0,0.25,0.25,0.571,2,0.5,0,0,0,0,10.2,6,NaN,23,1,NA,NA,NA,NA,NA,NA
Río Negro,12,21,2020-08-25,2020-03-19,12,7,14,0,1,20,0,0.143,0.143,0.35,4,0.571,0,0,0,0,29.7,4.6,NaN,23,2,NA,NA,NA,NA,NA,NA
Río Negro,13,41,2020-08-25,2020-03-26,17,10,31,0,1,40,0,0.1,0.1,0.25,7,0.7,0,0,0,0,22.5,3.4,NaN,23,3,NA,NA,NA,NA,NA,NA
Río Negro,14,81,2020-08-25,2020-04-03,28,23,58,0,4,80,0,0.174,0.174,0.288,18,0.783,4,0.174,3,0.13,20.5,5.3,3,25,4,NA,NA,NA,NA,NA,NA
Río Negro,15,261,2020-09-17,2020-04-10,47,84,176,1,4,258,0,0.047,0.048,0.326,47,0.56,4,0.048,3,0.036,18,6.7,3,25,5,NA,NA,NA,NA,NA,NA
Río Negro,16,541,2020-09-26,2020-09-14,61,146,394,1,11,538,0,0.075,0.075,0.271,88,0.603,7,0.048,5,0.034,17,2.4,4.9,20.1,6,NA,NA,NA,NA,NA,NA
Río Negro,17,813,2020-09-26,2020-09-14,76,213,598,2,11,809,0,0.051,0.052,0.263,139,0.653,7,0.033,5,0.023,14.8,1.6,4.9,20.1,7,NA,NA,NA,NA,NA,NA
Río Negro,18,1164,2020-09-26,2020-09-14,91,276,886,2,14,1159,0,0.05,0.051,0.238,181,0.656,10,0.036,6,0.022,15.9,1.6,5,18.6,8,NA,NA,NA,NA,NA,NA
Río Negro,19,1407,2020-09-26,2020-09-16,99,308,1096,3,16,1401,0,0.051,0.052,0.22,205,0.666,12,0.039,6,0.019,15.5,1.4,4.7,17.3,9,NA,NA,NA,NA,NA,NA
Río Negro,20,1691,2020-09-26,2020-09-20,108,360,1327,4,17,1684,0,0.047,0.047,0.214,238,0.661,13,0.036,7,0.019,14.2,0.3,5.2,16.8,10,NA,NA,NA,NA,NA,NA
Río Negro,21,1973,2020-09-26,2020-09-20,121,403,1566,4,20,1966,0,0.049,0.05,0.205,261,0.648,14,0.035,8,0.02,15.4,-0,4.8,20.4,11,NA,NA,NA,NA,NA,NA
Río Negro,22,2184,2020-09-26,2020-09-20,130,443,1736,5,20,2176,0,0.045,0.045,0.204,282,0.637,15,0.034,8,0.018,14.6,0.2,4.7,20.4,12,NA,NA,NA,NA,NA,NA
Río Negro,23,2491,2020-09-28,2020-09-20,144,521,1964,6,28,2482,0,0.053,0.054,0.21,308,0.591,20,0.038,12,0.023,13.8,-0,4.3,21.1,13,NA,NA,NA,NA,NA,NA
Río Negro,24,2957,2020-09-28,2020-09-20,154,637,2307,13,37,2940,0,0.057,0.058,0.217,342,0.537,24,0.038,16,0.025,12.7,-1,4,19.6,14,NA,NA,NA,NA,NA,NA
Río Negro,25,3472,2020-09-28,2020-09-22,162,788,2660,24,50,3443,0,0.062,0.063,0.229,385,0.489,30,0.038,20,0.025,11.5,-1.8,3.7,17,15,NA,NA,NA,NA,NA,NA
Río Negro,26,4154,2020-09-28,2020-09-22,168,953,3168,33,55,4116,0,0.056,0.058,0.232,421,0.442,34,0.036,24,0.025,10.4,-2.5,4.5,16.3,16,NA,NA,NA,NA,NA,NA
Río Negro,27,4675,2020-09-29,2020-09-22,174,1105,3526,44,63,4626,0,0.055,0.057,0.239,456,0.413,37,0.033,26,0.024,10,-2.3,4.4,16.1,17,NA,NA,NA,NA,NA,NA
Río Negro,28,5200,2020-09-29,2020-09-22,179,1254,3879,67,72,5128,0,0.055,0.057,0.245,498,0.397,40,0.032,28,0.022,9.3,-1.9,4.4,16.2,18,NA,NA,NA,NA,NA,NA
Río Negro,29,5907,2020-10-02,2020-09-23,186,1491,4322,94,83,5808,0,0.052,0.056,0.257,591,0.396,47,0.032,33,0.022,8.6,-1.5,4.2,16.1,19,NA,NA,NA,NA,NA,NA
Río Negro,30,6699,2020-10-02,2020-09-23,187,1769,4823,107,97,6585,0,0.052,0.055,0.269,689,0.389,53,0.03,36,0.02,7.7,-1.2,4.1,16.1,20,NA,NA,NA,NA,NA,NA
Río Negro,31,7757,2020-10-02,2020-09-23,193,2252,5377,128,105,7610,0,0.044,0.047,0.296,789,0.35,55,0.024,38,0.017,6.9,-0.4,4.1,15.7,21,NA,NA,NA,NA,NA,NA
Río Negro,32,9549,2020-10-02,2020-09-29,193,3125,6259,165,125,9349,0,0.038,0.04,0.334,1035,0.331,63,0.02,44,0.014,5.9,0.5,4.4,16.1,22,NA,NA,NA,NA,NA,NA
Río Negro,33,11693,2020-10-02,2020-09-29,195,4055,7357,281,158,11301,0,0.036,0.039,0.359,1380,0.34,77,0.019,52,0.013,5.6,1.2,5.1,16.3,23,NA,NA,NA,NA,NA,NA
Río Negro,34,13452,2020-10-02,2020-09-29,197,4917,8186,349,209,12912,0,0.04,0.043,0.381,1592,0.324,89,0.018,61,0.012,5.5,1.7,5.1,16.3,24,NA,NA,NA,NA,NA,NA
Río Negro,35,15850,2020-10-02,2020-09-29,199,6098,9343,409,247,15121,0,0.038,0.041,0.403,1867,0.306,94,0.015,63,0.01,5.2,2.1,5.2,15.8,25,NA,NA,NA,NA,NA,NA
Río Negro,36,18473,2020-10-02,2020-09-29,200,7284,10676,513,288,17497,0,0.037,0.04,0.416,2069,0.284,103,0.014,69,0.009,5.2,2.4,5.2,15.5,26,NA,NA,NA,NA,NA,NA
Río Negro,37,21350,2020-10-02,2020-09-29,200,8849,11879,622,317,20121,0,0.033,0.036,0.44,2273,0.257,110,0.012,76,0.009,5,2.7,5.5,15.1,27,NA,NA,NA,NA,NA,NA
Río Negro,38,24733,2020-10-02,2020-09-29,200,10439,13564,730,359,23192,0,0.032,0.034,0.45,2437,0.233,117,0.011,81,0.008,4.9,2.9,5.7,14.7,28,NA,NA,NA,NA,NA,NA
Río Negro,39,27839,2020-10-02,2020-09-30,200,12068,14889,882,383,25886,0,0.03,0.032,0.466,2624,0.217,122,0.01,84,0.007,4.9,3.1,5.7,14.2,29,NA,NA,NA,NA,NA,NA
Río Negro,40,30169,2020-10-02,2020-10-01,200,13299,15622,1248,389,27614,0,0.027,0.029,0.482,2718,0.204,127,0.01,87,0.007,4.8,3.2,5.6,14.1,30,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,13,39,2020-04-07,2020-03-23,16,2,36,1,0,32,0,0,0,0.062,2,1,1,0.5,0,0,14.5,2.5,5,NaN,4,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,14,44,2020-04-22,2020-03-31,20,3,40,1,0,37,0,0,0,0.081,3,1,2,0.667,1,0.333,18.3,10,5.5,NaN,5,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,15,51,2020-04-22,2020-04-10,23,3,47,1,0,44,0,0,0,0.068,3,1,2,0.667,1,0.333,18.3,10,5.5,NaN,6,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,16,60,2020-07-02,2020-04-16,29,4,55,1,0,53,0,0,0,0.075,3,0.75,2,0.5,1,0.25,41.5,15.5,5.5,NaN,7,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,17,92,2020-07-02,2020-04-24,38,8,81,3,0,83,0,0,0,0.096,3,0.375,2,0.25,1,0.125,30.5,12.5,5.5,NaN,8,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,18,118,2020-07-19,2020-04-29,44,10,102,6,0,106,0,0,0,0.094,3,0.3,2,0.2,1,0.1,26.6,11.1,5.5,NaN,9,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,19,155,2020-07-19,2020-05-08,58,26,121,8,1,141,0,0.029,0.038,0.184,9,0.346,3,0.115,1,0.038,22.2,5.8,7,57,10,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,20,199,2020-09-11,2020-08-07,66,33,157,9,1,184,0,0.024,0.03,0.179,12,0.364,3,0.091,1,0.03,20.6,3.5,7,57,11,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,21,257,2020-09-11,2020-08-07,74,49,194,14,1,237,0,0.016,0.02,0.207,18,0.367,4,0.082,1,0.02,17.4,2.6,7.2,57,12,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,22,340,2020-09-17,2020-08-29,87,72,248,20,2,314,0,0.022,0.028,0.229,23,0.319,5,0.069,2,0.028,13.8,2.7,6.4,34.5,13,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,23,426,2020-09-17,2020-08-29,102,99,298,29,2,391,0,0.016,0.02,0.253,29,0.293,5,0.051,2,0.02,12.2,2.4,6.4,34.5,14,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,24,508,2020-09-17,2020-08-29,110,124,353,31,2,471,0,0.013,0.016,0.263,34,0.274,5,0.04,2,0.016,12.3,3,6.4,34.5,15,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,25,608,2020-09-25,2020-08-29,117,168,408,32,2,570,0,0.01,0.012,0.295,39,0.232,6,0.036,3,0.018,10.4,2.9,6.2,34.5,16,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,26,738,2020-09-25,2020-08-29,125,219,479,40,2,692,0,0.008,0.009,0.316,47,0.215,6,0.027,3,0.014,11.2,3.2,6.2,34.5,17,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,27,889,2020-09-25,2020-08-29,132,280,558,51,2,831,0,0.006,0.007,0.337,58,0.207,6,0.021,3,0.011,10.3,3.2,6.2,34.5,18,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,28,1321,2020-09-25,2020-08-29,143,459,798,64,5,1250,0,0.01,0.011,0.367,69,0.15,8,0.017,5,0.011,8.7,3.2,6,22.4,19,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,29,2014,2020-09-25,2020-08-29,150,801,1124,89,7,1916,0,0.008,0.009,0.418,83,0.104,10,0.012,6,0.007,7.5,3.3,5,22.2,20,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,30,2659,2020-09-25,2020-09-08,158,1127,1399,133,8,2515,0,0.006,0.007,0.448,92,0.082,10,0.009,6,0.005,7.1,3.5,5,22,21,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,31,3003,2020-09-25,2020-09-08,161,1279,1563,161,9,2823,0,0.006,0.007,0.453,93,0.073,10,0.008,6,0.005,7,3.6,5,22.8,22,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,32,3312,2020-09-25,2020-09-08,167,1401,1725,186,11,3101,0,0.007,0.008,0.452,101,0.072,11,0.008,6,0.004,6.8,3.7,4.8,22.7,23,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,33,3640,2020-09-26,2020-09-13,174,1504,1931,205,13,3401,0,0.008,0.009,0.442,103,0.068,11,0.007,6,0.004,6.7,3.6,4.8,19.7,24,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,34,3895,2020-09-29,2020-09-13,178,1602,2064,229,13,3623,0,0.007,0.008,0.442,108,0.067,12,0.007,6,0.004,6.6,3.6,4.4,19.7,25,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,35,4233,2020-09-29,2020-09-13,182,1743,2239,251,16,3929,0,0.008,0.009,0.444,116,0.067,14,0.008,7,0.004,6.5,3.7,4.4,19,26,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,36,4592,2020-09-30,2020-09-29,186,1896,2434,262,17,4261,0,0.008,0.009,0.445,125,0.066,16,0.008,9,0.005,6.3,3.7,4.8,19.1,27,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,37,4903,2020-09-30,2020-09-29,188,2002,2621,280,19,4536,0,0.008,0.009,0.441,136,0.068,17,0.008,10,0.005,6.2,3.7,4.8,18.7,28,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,38,5219,2020-10-02,2020-09-29,191,2104,2817,298,19,4785,0,0.008,0.009,0.44,139,0.066,17,0.008,10,0.005,6.2,3.8,4.8,18.7,29,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,39,5605,2020-10-02,2020-09-29,193,2231,3059,315,19,5042,0,0.007,0.009,0.442,151,0.068,18,0.008,10,0.004,6.1,3.8,4.6,18.7,30,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,40,5874,2020-10-02,2020-10-01,193,2303,3228,343,19,5173,0,0.007,0.008,0.445,152,0.066,18,0.008,10,0.004,6,3.8,4.6,18.7,31,NA,NA,NA,NA,NA,NA
Salta,11,6,2020-03-17,2020-03-13,3,1,5,0,0,6,0,0,0,0.167,1,1,0,0,0,0,5,1,NaN,NaN,0,NA,NA,NA,NA,NA,NA
Salta,12,20,2020-04-01,2020-03-16,8,1,19,0,0,18,0,0,0,0.056,1,1,0,0,0,0,5,1,NaN,NaN,1,NA,NA,NA,NA,NA,NA
Salta,13,40,2020-04-02,2020-03-27,13,2,38,0,0,38,0,0,0,0.053,2,1,0,0,0,0,6.5,2,NaN,NaN,2,NA,NA,NA,NA,NA,NA
Salta,14,66,2020-06-12,2020-04-02,18,3,63,0,0,63,0,0,0,0.048,3,1,0,0,0,0,7.3,4,NaN,NaN,3,NA,NA,NA,NA,NA,NA
Salta,15,86,2020-06-12,2020-04-07,24,3,83,0,0,83,0,0,0,0.036,3,1,0,0,0,0,7.3,4,NaN,NaN,4,NA,NA,NA,NA,NA,NA
Salta,16,132,2020-09-12,2020-04-17,33,4,128,0,0,129,0,0,0,0.031,4,1,0,0,0,0,44.8,4,NaN,NaN,5,NA,NA,NA,NA,NA,NA
Salta,17,172,2020-09-12,2020-04-24,42,5,167,0,0,169,0,0,0,0.03,5,1,1,0.2,0,0,65,4.4,5,NaN,6,NA,NA,NA,NA,NA,NA
Salta,18,234,2020-09-16,2020-05-01,51,6,228,0,0,230,0,0,0,0.026,6,1,1,0.167,0,0,65,4.4,5,NaN,7,NA,NA,NA,NA,NA,NA
Salta,19,347,2020-09-16,2020-05-06,59,6,340,1,0,342,0,0,0,0.018,6,1,1,0.167,0,0,65,4.4,5,NaN,8,NA,NA,NA,NA,NA,NA
Salta,20,432,2020-09-16,2020-05-15,69,8,423,1,0,427,0,0,0,0.019,7,0.875,1,0.125,0,0,65,4.4,5,NaN,9,NA,NA,NA,NA,NA,NA
Salta,21,472,2020-10-02,2020-05-23,80,10,459,3,0,464,0,0,0,0.022,9,0.9,1,0.1,0,0,65,4.4,5,NaN,10,NA,NA,NA,NA,NA,NA
Salta,22,557,2020-10-02,2020-05-29,87,11,538,8,0,544,0,0,0,0.02,10,0.909,1,0.091,0,0,54.8,4.3,5,NaN,11,NA,NA,NA,NA,NA,NA
Salta,23,661,2020-10-02,2020-06-05,93,19,629,13,0,643,0,0,0,0.03,17,0.895,1,0.053,0,0,54.8,4.3,5,NaN,12,NA,NA,NA,NA,NA,NA
Salta,24,786,2020-10-02,2020-09-25,101,23,748,15,0,765,0,0,0,0.03,20,0.87,1,0.043,0,0,54.8,4.3,5,NaN,13,NA,NA,NA,NA,NA,NA
Salta,25,852,2020-10-02,2020-09-25,108,24,811,17,0,829,0,0,0,0.029,21,0.875,1,0.042,0,0,54.8,4.3,5,NaN,14,NA,NA,NA,NA,NA,NA
Salta,26,1017,2020-10-02,2020-09-25,119,33,962,22,0,989,0,0,0,0.033,26,0.788,1,0.03,0,0,37.4,1.3,5,NaN,15,NA,NA,NA,NA,NA,NA
Salta,27,1214,2020-10-02,2020-09-25,129,58,1132,24,2,1184,0,0.024,0.034,0.049,34,0.586,2,0.034,0,0,29.8,-2.7,2.5,1,16,NA,NA,NA,NA,NA,NA
Salta,28,1337,2020-10-02,2020-09-25,140,97,1208,32,3,1299,0,0.023,0.031,0.075,57,0.588,3,0.031,1,0.01,23.4,-1.2,2,2.5,17,NA,NA,NA,NA,NA,NA
Salta,29,1628,2020-10-02,2020-09-25,161,186,1389,53,3,1568,0,0.013,0.016,0.119,120,0.645,4,0.022,1,0.005,15.1,-1.8,2,2.5,18,NA,NA,NA,NA,NA,NA
Salta,30,1876,2020-10-02,2020-09-25,168,264,1522,90,5,1779,0,0.014,0.019,0.148,169,0.64,7,0.027,3,0.011,13.5,0.3,4.2,11.8,19,NA,NA,NA,NA,NA,NA
Salta,31,2113,2020-10-02,2020-09-25,170,346,1654,113,10,1978,0,0.022,0.029,0.175,195,0.564,12,0.035,6,0.017,12.2,1.8,4.4,13.8,20,NA,NA,NA,NA,NA,NA
Salta,32,2624,2020-10-02,2020-09-25,181,644,1847,133,22,2443,0,0.028,0.034,0.264,273,0.424,25,0.039,12,0.019,10,3.2,4.8,15.5,21,NA,NA,NA,NA,NA,NA
Salta,33,3612,2020-10-02,2020-09-25,186,1215,2219,178,49,3370,0,0.035,0.04,0.361,363,0.299,38,0.031,22,0.018,8.7,3.6,5,13.6,22,NA,NA,NA,NA,NA,NA
Salta,34,5467,2020-10-02,2020-09-25,190,2133,3019,315,88,5078,0,0.036,0.041,0.42,481,0.226,61,0.029,33,0.015,8.9,4.5,5.9,14.3,23,NA,NA,NA,NA,NA,NA
Salta,35,8357,2020-10-02,2020-09-29,192,3465,4281,611,125,7657,0,0.031,0.036,0.453,599,0.173,84,0.024,43,0.012,8.5,4.7,6.2,13.8,24,NA,NA,NA,NA,NA,NA
Salta,36,11831,2020-10-02,2020-09-29,195,5006,5851,974,164,10747,0,0.027,0.033,0.466,720,0.144,110,0.022,56,0.011,8.2,4.5,6.2,13.5,25,NA,NA,NA,NA,NA,NA
Salta,37,16282,2020-10-02,2020-09-29,195,7359,7463,1460,234,14658,0,0.027,0.032,0.502,884,0.12,141,0.019,77,0.01,8,4.6,6.1,12.8,26,NA,NA,NA,NA,NA,NA
Salta,38,20505,2020-10-02,2020-09-29,195,9581,9059,1865,305,18316,0,0.027,0.032,0.523,1063,0.111,184,0.019,103,0.011,7.8,5.1,6.2,12.2,27,NA,NA,NA,NA,NA,NA
Salta,39,24769,2020-10-02,2020-09-29,195,11623,10991,2155,349,22041,0,0.025,0.03,0.527,1216,0.105,204,0.018,115,0.01,7.7,5.4,6.3,11.8,28,NA,NA,NA,NA,NA,NA
Salta,40,28019,2020-10-02,2020-10-01,195,12992,12170,2857,363,24241,0,0.023,0.028,0.536,1292,0.099,213,0.016,120,0.009,7.6,6.2,6.1,11.8,29,NA,NA,NA,NA,NA,NA
San Juan,13,21,2020-04-02,2020-03-26,11,1,20,0,0,16,0,0,0,0.062,1,1,0,0,0,0,4,2,NaN,NaN,2,NA,NA,NA,NA,NA,NA
San Juan,14,44,2020-04-06,2020-04-02,15,1,43,0,0,38,0,0,0,0.026,1,1,0,0,0,0,4,2,NaN,NaN,3,NA,NA,NA,NA,NA,NA
San Juan,15,111,2020-04-12,2020-04-09,21,2,109,0,0,105,0,0,0,0.019,2,1,1,0.5,0,0,5,3.5,5,NaN,4,NA,NA,NA,NA,NA,NA
San Juan,16,192,2020-04-21,2020-04-17,30,2,189,1,0,185,0,0,0,0.011,2,1,1,0.5,0,0,5,3.5,5,NaN,5,NA,NA,NA,NA,NA,NA
San Juan,17,251,2020-04-26,2020-04-24,35,2,248,1,0,240,0,0,0,0.008,2,1,1,0.5,0,0,5,3.5,5,NaN,6,NA,NA,NA,NA,NA,NA
San Juan,18,320,2020-05-05,2020-05-01,44,2,317,1,0,307,0,0,0,0.007,2,1,1,0.5,0,0,5,3.5,5,NaN,7,NA,NA,NA,NA,NA,NA
San Juan,19,384,2020-05-11,2020-05-08,50,3,380,1,0,369,0,0,0,0.008,3,1,1,0.333,0,0,8,7.3,5,NaN,8,NA,NA,NA,NA,NA,NA
San Juan,20,444,2020-05-19,2020-06-26,58,3,440,1,0,427,0,0,0,0.007,3,1,1,0.333,0,0,8,7.3,5,NaN,9,NA,NA,NA,NA,NA,NA
San Juan,21,518,2020-05-27,2020-06-26,64,5,511,2,0,486,0,0,0,0.01,5,1,1,0.2,0,0,6.8,5.4,5,NaN,10,NA,NA,NA,NA,NA,NA
San Juan,22,576,2020-06-01,2020-06-26,71,5,569,2,0,543,0,0,0,0.009,5,1,1,0.2,0,0,6.8,5.4,5,NaN,11,NA,NA,NA,NA,NA,NA
San Juan,23,674,2020-06-07,2020-06-26,77,5,666,3,0,640,0,0,0,0.008,5,1,1,0.2,0,0,6.8,5.4,5,NaN,12,NA,NA,NA,NA,NA,NA
San Juan,24,736,2020-06-13,2020-06-26,83,7,726,3,0,702,0,0,0,0.01,5,0.714,1,0.143,0,0,6.8,5.4,5,NaN,13,NA,NA,NA,NA,NA,NA
San Juan,25,772,2020-06-21,2020-06-26,90,7,762,3,0,736,0,0,0,0.01,5,0.714,1,0.143,0,0,6.8,5.4,5,NaN,14,NA,NA,NA,NA,NA,NA
San Juan,26,838,2020-06-30,2020-06-26,97,8,827,3,0,801,0,0,0,0.01,5,0.625,1,0.125,0,0,6.8,5.4,5,NaN,15,NA,NA,NA,NA,NA,NA
San Juan,27,880,2020-07-06,2020-07-03,104,8,869,3,0,843,0,0,0,0.009,5,0.625,1,0.125,0,0,6.8,5.4,5,NaN,16,NA,NA,NA,NA,NA,NA
San Juan,28,907,2020-07-13,2020-07-10,110,8,896,3,0,870,0,0,0,0.009,5,0.625,1,0.125,0,0,6.8,5.4,5,NaN,17,NA,NA,NA,NA,NA,NA
San Juan,29,955,2020-08-27,2020-07-17,117,14,937,4,0,917,0,0,0,0.015,5,0.357,1,0.071,0,0,6.8,5.4,5,NaN,18,NA,NA,NA,NA,NA,NA
San Juan,30,994,2020-08-27,2020-07-24,123,19,971,4,0,956,0,0,0,0.02,5,0.263,1,0.053,0,0,6.8,5.4,5,NaN,19,NA,NA,NA,NA,NA,NA
San Juan,31,1053,2020-08-27,2020-07-31,131,21,1028,4,0,1013,0,0,0,0.021,5,0.238,1,0.048,0,0,6.8,5.4,5,NaN,20,NA,NA,NA,NA,NA,NA
San Juan,32,1092,2020-08-27,2020-08-07,138,23,1065,4,0,1051,0,0,0,0.022,5,0.217,1,0.043,0,0,6.8,5.4,5,NaN,21,NA,NA,NA,NA,NA,NA
San Juan,33,1135,2020-08-27,2020-08-15,143,23,1108,4,0,1091,0,0,0,0.021,5,0.217,1,0.043,0,0,6.8,5.4,5,NaN,22,NA,NA,NA,NA,NA,NA
San Juan,34,1219,2020-10-01,2020-08-20,154,60,1155,4,2,1164,0,0.031,0.033,0.052,10,0.167,2,0.033,1,0.017,5.7,5.1,6,25.5,23,NA,NA,NA,NA,NA,NA
San Juan,35,1473,2020-10-01,2020-08-28,162,218,1248,7,9,1366,0,0.04,0.041,0.16,16,0.073,3,0.014,1,0.005,6,4.6,4.7,17.4,24,NA,NA,NA,NA,NA,NA
San Juan,36,1698,2020-10-01,2020-09-04,168,367,1315,16,20,1535,0,0.052,0.054,0.239,27,0.074,7,0.019,2,0.005,6.8,5.2,3.6,14.3,25,NA,NA,NA,NA,NA,NA
San Juan,37,1835,2020-10-01,2020-09-21,174,421,1395,19,25,1627,0,0.057,0.059,0.259,31,0.074,10,0.024,2,0.005,6.7,5.1,3.6,12.6,26,NA,NA,NA,NA,NA,NA
San Juan,38,1973,2020-10-01,2020-09-21,181,468,1446,59,29,1703,0,0.055,0.062,0.275,34,0.073,11,0.024,3,0.006,6.8,5.4,4.2,11.9,27,NA,NA,NA,NA,NA,NA
San Juan,39,2198,2020-10-01,2020-09-26,186,610,1472,116,39,1860,0,0.054,0.064,0.328,44,0.072,16,0.026,6,0.01,5.9,4.8,3.3,10.7,28,NA,NA,NA,NA,NA,NA
San Juan,40,2422,2020-10-02,2020-09-29,189,753,1486,183,41,2012,0,0.044,0.054,0.374,45,0.06,17,0.023,7,0.009,5.8,4.7,3.1,10.5,29,NA,NA,NA,NA,NA,NA
San Luis,11,4,2020-03-17,2020-03-11,3,1,3,0,0,4,0,0,0,0.25,1,1,0,0,0,0,3,2,NaN,NaN,0,NA,NA,NA,NA,NA,NA
San Luis,12,11,2020-03-24,2020-03-19,8,2,9,0,0,11,0,0,0,0.182,2,1,1,0.5,0,0,5.5,3,3,NaN,1,NA,NA,NA,NA,NA,NA
San Luis,13,47,2020-05-14,2020-03-27,17,9,37,1,0,42,0,0,0,0.214,6,0.667,1,0.111,0,0,6.4,2.9,3,NaN,2,NA,NA,NA,NA,NA,NA
San Luis,14,76,2020-05-19,2020-04-03,21,11,64,1,0,69,0,0,0,0.159,8,0.727,1,0.091,0,0,6.2,3.1,3,NaN,3,NA,NA,NA,NA,NA,NA
San Luis,15,103,2020-05-19,2020-04-10,28,11,91,1,0,96,0,0,0,0.115,8,0.727,1,0.091,0,0,6.2,3.1,3,NaN,4,NA,NA,NA,NA,NA,NA
San Luis,16,147,2020-09-21,2020-04-17,34,12,133,2,0,138,0,0,0,0.087,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,5,NA,NA,NA,NA,NA,NA
San Luis,17,178,2020-09-24,2020-04-24,42,12,164,2,0,169,0,0,0,0.071,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,6,NA,NA,NA,NA,NA,NA
San Luis,18,205,2020-09-24,2020-04-28,48,12,191,2,0,196,0,0,0,0.061,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,7,NA,NA,NA,NA,NA,NA
San Luis,19,238,2020-09-24,2020-05-05,52,12,223,3,0,228,0,0,0,0.053,9,0.75,1,0.083,0,0,19.8,3.8,3,NaN,8,NA,NA,NA,NA,NA,NA
